10 432.83 
20 1594.45
30 3563.13
40 6544.50
50 6161.28
60 8574.69
70 10237.5 
80 10848.9 
90 7519.06 
100 8644.54 
110 10215.51 
120 10455.71 
130 8691.98 
140 9443.62 
150 9727.61 
160 9112.14 
170 9337.98 
180 8837.825 
190 8741.870 
200 9927.101 
210 10362.296 
220 9189.097 
230 8623.937 
240 9305.894 
250 9306.628 
260 9178.832 
270 9007.985 
280 9354.005 
290 9215.251 
300 9370.319 
310 9518.641 
320 9190.681 
330 9168.042 
340 9118.074 
350 8900.133 
360 9310.394 
370 9260.096 
380 9239.012 
390 8868.5014 
400 9400.5625 
410 9624.1675 
420 9180.6713 
430 8883.0402 
440 9105.5577 
450 9421.4049 
460 9209.8393 
470 9055.9229 
480 9348.2779 
490 9266.2540 
500 9270.0444 
510 9316.3709 
520 8963.2191 
530 8744.3603 
540 9008.0681 
550 9032.4411 
560 9066.4113 
570 8767.8046 
580 8992.6445 
590 8995.3103 
600 9117.7536 
610 9096.2149 
620 9131.1902 
630 9207.0626 
