#---- FLOAT D3Q19 Nv=10x10x10
#Nthreads Performance1BlockPerSM  Performance2BlocksPerSM
288 5229.94
320 5176.87
352 6361.89
384 6302.33
416 6069.07
448 6207.27
480 6380.83
512 7108.90
544 6958.56
576 6906.56
608 6882.17
640 6928.44
672 6841.63
704 6960.62
736 6911.08
768 6908.37
800 6821.75
832 6785.38
864 6745.14
896 6725.58
928 5955.52
960 6331.39
992 5824.16 
1024 5825.24
